order_id,item_id,order_type,site
1,420,real,F20
1,890,real,F20
1,650,real,F20
2,500,real,F20
2,600,real,F20
2,730,real,F20
2,1000,real,F20
2,490,real,F20
3,120,real,F20
3,1080,real,F20
3,940,real,F20
4,370,real,F20
4,130,real,F20
4,460,real,F20
4,860,real,F20
5,1060,real,F20
5,290,real,F20
6,990,real,F18
6,1000,real,F18
6,230,real,F18
6,650,real,F18
6,120,real,F18
7,480,real,F13
8,260,real,F18
8,360,real,F18
8,770,real,F18
9,1000,real,F20
9,720,real,F20
10,640,real,F20
10,830,real,F20
11,860,real,F20
11,730,real,F20
11,620,real,F20
11,630,real,F20
12,1070,real,F20
12,370,real,F20
12,700,real,F20
13,620,real,F20
13,610,real,F20
13,1040,real,F20
13,1050,real,F20
13,150,real,F20
14,760,real,F20
14,970,real,F20
15,890,real,F16
15,780,real,F16
15,440,real,F16
16,1050,real,F20
16,930,real,F20
16,460,real,F20
16,1040,real,F20
16,940,real,F20
17,180,real,F20
17,820,real,F20
18,180,real,F20
18,760,real,F20
18,1010,real,F20
18,510,real,F20
19,720,real,F20
20,650,real,F20
20,510,real,F20
21,120,real,F17
21,920,real,F17
21,1010,real,F17
21,930,real,F17
22,570,real,F20
22,390,real,F20
22,840,real,F20
23,320,real,F20
23,610,real,F20
23,1050,real,F20
24,920,real,F20
24,870,real,F20
25,420,real,F19
25,460,real,F19
25,330,real,F19
25,900,real,F19
25,750,real,F19
26,810,real,F20
27,820,real,F20
27,410,real,F20
27,380,real,F20
28,880,real,F19
28,990,real,F19
28,1070,real,F19
28,440,real,F19
29,540,real,F20
29,260,real,F20
29,990,real,F20
29,720,real,F20
29,840,real,F20
30,460,real,F13
30,220,real,F13
30,630,real,F13
30,180,real,F13
30,770,real,F13
31,240,real,F5
32,520,real,F11
32,210,real,F11
32,130,real,F11
33,800,real,F14
33,560,real,F14
34,540,real,F14
34,720,real,F14
35,420,real,F20
35,200,real,F20
35,1040,real,F20
36,100,real,F9
36,500,real,F9
37,1010,real,F20
37,630,real,F20
38,510,real,F11
38,450,real,F11
38,280,real,F11
38,170,real,F11
39,310,real,F15
39,130,real,F15
39,720,real,F15
40,470,real,F10
41,750,real,F20
42,800,real,F20
42,730,real,F20
42,620,real,F20
43,900,real,F20
43,310,real,F20
43,420,real,F20
43,190,real,F20
44,300,real,F20
44,920,real,F20
44,970,real,F20
45,880,real,F20
45,1000,real,F20
45,1090,real,F20
45,620,real,F20
45,790,real,F20
46,130,real,F13
46,170,real,F13
46,660,real,F13
47,390,real,F10
48,840,real,F20
48,610,real,F20
49,800,real,F20
49,330,real,F20
49,340,real,F20
50,140,real,F16
50,370,real,F16
50,510,real,F16
50,850,real,F16
51,1090,real,F20
51,930,real,F19
51,750,real,F20
51,1010,real,F20
52,540,real,F13
52,110,real,F13
52,440,real,F13
52,510,real,F13
53,140,real,F6
54,340,real,F20
54,250,real,F20
54,870,real,F20
54,220,real,F20
54,200,real,F20
55,200,real,F10
55,480,real,F10
56,880,real,F20
56,1070,real,F20
56,130,real,F20
56,780,real,F20
57,480,real,F18
57,860,real,F18
57,1060,real,F18
58,760,real,F19
58,990,real,F19
58,470,real,F19
59,350,real,F17
59,780,real,F17
59,370,real,F17
59,640,real,F17
59,1010,real,F17
60,760,real,F20
60,980,real,F20
60,170,real,F20
60,240,real,F20
61,840,real,F20
61,390,real,F20
61,1090,real,F20
62,740,real,F18
62,770,real,F18
62,690,real,F18
62,710,real,F18
62,950,real,F18
63,710,real,F20
63,890,real,F20
63,590,real,F20
63,370,real,F20
64,560,real,F20
64,720,real,F20
64,780,real,F20
65,570,real,F20
65,890,real,F20
65,650,real,F20
65,1090,real,F20
66,110,real,F8
66,450,real,F8
67,280,real,F20
67,290,real,F20
67,690,real,F20
67,910,real,F20
68,970,real,F20
68,790,real,F20
69,680,real,F20
69,860,real,F20
69,790,real,F20
69,440,real,F20
70,680,real,F14
71,1030,real,F18
72,330,real,F20
72,300,real,F20
72,210,real,F20
72,1090,real,F20
72,940,real,F20
73,720,real,F17
73,300,real,F17
73,190,real,F17
73,360,real,F17
73,890,real,F17
74,100,real,F20
74,770,real,F20
74,850,real,F20
74,200,real,F20
74,290,real,F20
75,560,real,F10
76,250,real,F20
76,200,real,F20
76,180,real,F20
76,700,real,F20
77,950,real,F20
77,890,real,F20
77,460,real,F20
77,570,real,F20
78,170,real,F11
78,600,real,F11
79,100,real,F20
79,880,real,F20
80,520,real,F16
80,850,real,F16
81,1070,real,F20
81,490,real,F20
81,970,real,F20
81,630,real,F20
82,730,real,F20
82,590,real,F20
82,560,real,F20
82,350,real,F20
83,680,real,F20
83,660,real,F20
83,820,real,F20
84,780,real,F1
84,1060,real,F1
84,700,real,F1
84,920,real,F1
85,260,real,F19
85,110,real,F19
85,420,real,F19
85,270,real,F19
85,890,real,F19
86,1010,real,F20
86,950,real,F20
86,150,real,F20
87,580,real,F13
87,760,real,F13
87,160,real,F13
87,130,real,F13
88,670,real,F13
88,580,real,F13
89,1060,real,F20
89,400,real,F20
90,890,real,F20
90,270,real,F20
90,120,real,F20
90,260,real,F20
90,560,real,F20
91,270,real,F18
91,1070,real,F18
92,790,real,F20
92,650,real,F20
92,960,real,F20
93,420,real,F19
93,340,real,F19
93,1060,real,F19
94,450,real,F20
94,1010,real,F20
95,570,real,F20
95,1090,real,F20
96,110,real,F3
97,340,real,F9
97,450,real,F9
97,500,real,F9
98,1020,real,F20
98,120,real,F20
99,190,real,F14
99,640,real,F14
99,240,real,F14
99,700,real,F14
100,350,real,F15
100,690,real,F15
101,290,real,F5
102,890,real,F20
102,670,real,F20
102,170,real,F20
103,200,real,F20
103,1090,real,F20
103,820,real,F20
103,890,real,F20
103,220,real,F20
104,560,real,F20
104,1070,real,F20
104,540,real,F20
104,390,real,F20
104,520,real,F20
105,910,real,F20
105,590,real,F20
105,150,real,F20
106,1060,real,F20
106,570,real,F20
106,220,real,F20
106,960,real,F20
107,700,real,F20
107,330,real,F20
107,890,real,F20
107,210,real,F20
108,770,real,F20
108,280,real,F20
108,730,real,F20
108,670,real,F20
108,480,real,F20
109,400,real,F19
109,740,real,F19
109,370,real,F19
109,1070,real,F19
110,340,real,F20
110,500,real,F20
110,720,real,F20
111,580,real,F20
111,480,real,F20
111,630,real,F20
111,650,real,F20
112,250,real,F10
112,530,real,F10
113,960,real,F20
113,220,real,F20
113,570,real,F20
113,780,real,F20
113,720,real,F20
114,240,real,F20
114,1090,real,F20
114,740,real,F20
115,1030,real,F20
115,670,real,F20
115,870,real,F20
116,570,real,F15
116,200,real,F15
117,1060,real,F20
117,1040,real,F20
117,1020,real,F20
118,1010,real,F20
118,450,real,F20
118,920,real,F20
118,820,real,F20
119,370,real,F16
119,850,real,F16
119,270,real,F16
119,180,real,F16
119,160,real,F16
120,100,real,F6
120,340,real,F6
121,490,real,F9
122,540,real,F15
122,700,real,F15
123,890,real,F20
123,650,real,F20
123,720,real,F20
123,930,real,F20
123,770,real,F20
124,860,real,F20
124,990,real,F20
124,930,real,F20
124,360,real,F20
124,1080,real,F20
125,620,real,F20
125,1060,real,F20
126,400,real,F7
127,190,real,F14
127,630,real,F14
128,620,real,F20
128,580,real,F20
128,340,real,F20
128,990,real,F20
129,910,real,F20
129,660,real,F20
129,940,real,F20
129,410,real,F20
129,640,real,F20
130,780,real,F20
130,900,real,F20
130,280,real,F20
130,240,real,F20
131,930,real,F20
131,110,real,F20
131,680,real,F20
131,1080,real,F20
131,660,real,F20
132,350,real,F9
132,420,real,F9
133,470,real,F20
133,1040,real,F20
134,720,real,F20
134,1030,real,F20
134,740,real,F20
134,570,real,F20
135,1010,real,F20
135,970,real,F20
136,920,real,F20
136,660,real,F20
136,140,real,F20
137,430,real,F18
137,910,real,F18
137,270,real,F18
138,570,real,F20
138,1050,real,F20
138,670,real,F20
139,390,real,F20
139,500,real,F20
139,1070,real,F20
140,410,real,F20
140,290,real,F20
140,1030,real,F20
140,920,real,F20
140,730,real,F20
141,140,real,F13
141,250,real,F13
141,570,real,F13
142,220,real,F11
142,560,real,F11
143,320,real,F7
143,410,real,F7
143,260,real,F7
143,170,real,F7
143,220,real,F7
144,820,real,F20
144,320,real,F20
144,920,real,F20
144,620,real,F20
144,590,real,F20
145,430,real,F14
145,210,real,F14
145,420,real,F14
145,740,real,F14
146,390,real,F20
146,870,real,F20
146,780,real,F20
146,1000,real,F20
147,230,real,F11
147,350,real,F11
147,100,real,F11
147,160,real,F11
147,530,real,F11
148,730,real,F20
148,540,real,F20
148,290,real,F20
148,860,real,F20
148,430,real,F20
149,990,real,F20
149,250,real,F20
149,590,real,F20
150,970,real,F20
150,110,real,F20
150,600,real,F20
150,150,real,F20
150,820,real,F20
151,980,real,F20
151,1060,real,F20
151,720,real,F20
152,700,real,F20
152,110,real,F20
152,790,real,F20
152,880,real,F20
153,1020,real,F20
153,960,real,F20
153,290,real,F20
154,920,real,F20
155,700,real,F20
155,380,real,F20
155,130,real,F20
155,900,real,F20
155,780,real,F20
156,270,real,F20
156,1050,real,F20
156,800,real,F20
156,860,real,F20
157,810,real,F16
157,100,real,F16
157,360,real,F16
157,380,real,F16
158,1080,real,F20
158,1050,real,F20
158,250,real,F20
158,970,real,F20
159,620,real,F20
159,920,real,F20
159,510,real,F20
159,1070,real,F20
159,890,real,F20
160,130,real,F12
160,630,real,F12
160,390,real,F12
160,330,real,F12
161,680,real,F15
162,530,real,F20
162,1080,real,F20
162,970,real,F20
162,570,real,F20
163,680,real,F20
163,1020,real,F20
163,620,real,F20
163,110,real,F20
163,980,real,F20
164,1090,real,F20
164,250,real,F20
164,240,real,F20
164,300,real,F20
164,990,real,F20
165,660,real,F20
165,850,real,F20
165,1060,real,F20
165,990,real,F20
165,1020,real,F20
166,970,real,F20
167,910,real,F20
167,950,real,F20
167,210,real,F20
167,730,real,F20
168,840,real,F20
168,670,real,F20
168,910,real,F20
169,1070,real,F19
170,320,real,F10
170,340,real,F10
170,390,real,F10
170,200,real,F10
170,530,real,F10
171,1050,real,F20
172,1080,real,F20
172,920,real,F20
172,800,real,F20
172,420,real,F20
172,710,real,F20
173,540,real,F10
173,420,real,F10
173,280,real,F10
174,630,real,F15
174,840,real,F15
174,660,real,F15
174,580,real,F15
174,220,real,F15
175,620,real,F11
175,510,real,F11
176,640,real,F12
176,500,real,F12
176,390,real,F12
177,380,real,F20
177,950,real,F20
177,530,real,F20
177,800,real,F20
177,1040,real,F20
178,200,real,F4
178,270,real,F4
178,180,real,F4
179,980,real,F20
179,500,real,F20
180,870,real,F18
180,160,real,F18
181,740,real,F20
181,470,real,F20
181,130,real,F20
181,370,real,F20
181,1020,real,F20
182,650,real,F12
182,560,real,F12
183,230,real,F20
183,970,real,F20
183,820,real,F20
183,290,real,F20
184,800,real,F20
184,490,real,F20
184,470,real,F20
185,1040,real,F20
185,260,real,F20
186,270,real,F12
186,100,real,F12
186,670,real,F12
187,210,real,F20
187,770,real,F20
187,390,real,F20
187,160,real,F20
188,940,real,F18
188,860,real,F18
188,280,real,F18
188,110,real,F18
188,170,real,F18
189,400,real,F11
189,170,real,F11
189,260,real,F11
190,750,real,F20
190,950,real,F20
190,290,real,F20
190,390,real,F20
190,960,real,F20
191,580,real,F11
192,810,real,F2
192,750,real,F2
192,540,real,F2
192,150,real,F2
193,240,real,F4
193,220,real,F4
193,260,real,F4
194,890,real,F20
194,300,real,F20
194,650,real,F20
195,730,real,F20
195,490,real,F20
196,800,real,F20
196,230,real,F20
197,630,real,F20
197,420,real,F20
197,520,real,F20
197,1000,real,F20
198,730,real,F20
198,920,real,F20
199,580,real,F20
199,870,real,F20
199,570,real,F20
199,740,real,F20
199,890,real,F20
200,1070,real,F20
200,220,real,F20
200,400,real,F20
201,800,real,F20
202,500,real,F12
202,630,real,F12
202,210,real,F12
203,1070,real,F20
203,1080,real,F20
203,340,real,F20
204,260,real,F20
204,930,real,F20
204,920,real,F20
205,840,real,F20
205,770,real,F20
205,920,real,F20
205,700,real,F20
206,940,real,F20
206,390,real,F20
206,660,real,F20
206,210,real,F20
206,640,real,F20
207,980,real,F20
207,490,real,F20
207,330,real,F20
207,930,real,F20
208,140,real,F4
209,610,real,F13
210,340,real,F20
210,1020,real,F20
210,320,real,F20
210,440,real,F20
211,500,real,F20
211,150,real,F20
211,1080,real,F20
211,980,real,F20
211,490,real,F20
212,660,real,F12
212,180,real,F12
213,1090,real,F20
213,980,real,F20
213,800,real,F20
213,560,real,F20
213,420,real,F20
214,270,real,F20
214,1060,real,F20
214,500,real,F20
215,280,real,F20
215,570,real,F20
215,1070,real,F20
215,270,real,F20
216,630,real,F20
216,310,real,F20
216,910,real,F20
216,400,real,F20
217,890,real,F20
218,920,real,F20
218,490,real,F20
218,830,real,F20
218,380,real,F20
219,820,real,F16
219,590,real,F16
219,410,real,F16
219,460,real,F16
219,390,real,F16
220,280,real,F20
220,970,real,F20
220,390,real,F20
220,260,real,F20
221,1040,real,F20
222,530,real,F20
222,740,real,F20
222,970,real,F20
222,600,real,F20
223,320,real,F20
223,950,real,F20
224,540,real,F20
224,870,real,F20
224,340,real,F20
224,960,real,F20
224,170,real,F20
225,1070,real,F20
225,740,real,F20
225,540,real,F20
225,810,real,F20
226,230,real,F15
226,830,real,F15
227,840,real,F20
227,170,real,F20
227,230,real,F20
227,780,real,F20
227,120,real,F20
228,660,real,F14
228,800,real,F14
229,160,real,F20
229,860,real,F20
229,390,real,F19
229,1060,real,F20
229,440,real,F20
230,680,real,F20
230,1010,real,F20
231,530,real,F20
231,970,real,F20
231,230,real,F20
231,400,real,F20
232,330,real,F20
232,920,real,F20
233,1010,real,F20
233,320,real,F20
233,860,real,F20
234,440,real,F20
234,1060,real,F20
235,830,real,F20
235,540,real,F20
235,580,real,F20
235,720,real,F20
236,520,real,F18
236,180,real,F18
236,620,real,F18
236,1020,real,F18
