order_id,item_id,order_type,site
1,230,real,F20
1,130,real,F20
1,1020,real,F20
1,710,real,F20
2,290,real,F15
2,630,real,F15
3,280,real,F20
3,380,real,F20
3,930,real,F20
3,1040,real,F20
3,190,real,F20
4,780,real,F20
4,250,real,F20
4,1050,real,F20
5,880,real,F16
5,590,real,F16
6,970,real,F17
6,480,real,F17
6,650,real,F17
7,110,real,F5
8,460,real,F20
8,880,real,F20
8,230,real,F20
9,440,real,F9
10,410,real,F20
10,720,real,F20
10,760,real,F20
10,910,real,F20
10,190,real,F20
11,320,real,F20
11,450,real,F20
11,950,real,F20
12,670,real,F20
12,930,real,F20
13,320,real,F20
13,230,real,F20
13,400,real,F20
13,410,real,F20
13,620,real,F20
14,990,real,F20
14,510,real,F20
15,560,real,F20
15,1050,real,F20
15,570,real,F20
15,930,real,F20
15,1030,real,F20
16,520,real,F20
16,240,real,F20
16,120,real,F20
16,1050,real,F20
16,1000,real,F20
17,770,real,F20
17,1090,real,F20
17,380,real,F20
18,460,real,F19
18,960,real,F19
19,1080,real,F20
19,500,real,F20
19,1060,real,F20
19,230,real,F20
19,260,real,F20
20,330,real,F20
20,1060,real,F20
20,360,real,F20
20,820,real,F20
21,590,real,F20
22,810,real,F20
22,370,real,F20
22,680,real,F20
23,790,real,F20
23,900,real,F20
24,120,real,F20
24,510,real,F20
24,490,real,F20
24,460,real,F20
24,570,real,F20
25,1060,real,F18
25,280,real,F18
26,130,real,F3
27,570,real,F20
27,640,real,F20
27,940,real,F20
27,650,real,F20
27,820,real,F20
28,490,real,F8
28,420,real,F8
29,1040,real,F20
29,460,real,F20
29,910,real,F20
29,390,real,F20
30,1070,real,F20
31,170,real,F13
31,560,real,F13
31,680,real,F13
32,120,real,F20
32,220,real,F20
32,320,real,F20
32,950,real,F20
32,880,real,F20
33,190,real,F15
33,580,real,F15
33,740,real,F15
33,250,real,F15
34,1070,real,F20
34,560,real,F20
34,990,real,F20
34,210,real,F20
35,730,real,F20
35,380,real,F20
35,240,real,F20
35,970,real,F20
35,340,real,F20
36,100,real,F3
37,200,real,F12
37,670,real,F12
37,170,real,F12
38,110,real,F5
39,460,real,F11
40,210,real,F16
40,540,real,F16
40,360,real,F16
40,620,real,F16
41,420,real,F20
41,940,real,F20
41,730,real,F20
41,750,real,F20
42,520,real,F20
42,210,real,F20
42,490,real,F20
42,350,real,F20
42,1080,real,F20
43,550,real,F20
43,690,real,F20
43,940,real,F20
43,800,real,F20
43,670,real,F20
44,350,real,F15
44,670,real,F15
44,840,real,F15
44,490,real,F15
45,760,real,F13
45,710,real,F13
45,480,real,F13
46,1070,real,F20
46,240,real,F20
46,380,real,F20
46,910,real,F20
47,1030,real,F20
47,200,real,F20
47,520,real,F20
48,920,real,F20
48,420,real,F20
49,660,real,F20
50,620,real,F11
50,560,real,F11
51,430,real,F20
51,230,real,F20
51,910,real,F20
51,700,real,F20
51,630,real,F20
52,760,real,F18
52,800,real,F18
53,910,real,F20
53,990,real,F20
53,740,real,F20
53,210,real,F20
54,190,real,F20
54,490,real,F20
54,1080,real,F20
54,180,real,F20
55,640,real,F20
55,540,real,F20
55,660,real,F20
55,450,real,F20
56,480,real,F9
57,810,real,F20
57,1020,real,F20
57,680,real,F20
58,410,real,F20
58,1020,real,F20
59,820,real,F20
59,100,real,F20
59,1040,real,F20
60,350,real,F20
60,910,real,F20
61,100,real,F10
61,200,real,F10
61,520,real,F10
62,630,real,F17
62,950,real,F17
62,1000,real,F17
62,940,real,F17
63,1080,real,F20
63,170,real,F20
64,730,real,F16
64,350,real,F16
65,130,real,F20
65,840,real,F20
66,420,real,F17
66,250,real,F17
66,1010,real,F17
67,910,real,F19
67,450,real,F19
67,500,real,F19
68,710,real,F18
68,970,real,F18
68,190,real,F18
68,820,real,F18
68,320,real,F18
69,1010,real,F20
69,820,real,F20
69,300,real,F20
70,360,real,F20
71,370,real,F6
71,270,real,F6
72,630,real,F20
72,300,real,F20
72,530,real,F20
72,130,real,F20
72,470,real,F20
73,690,real,F20
73,810,real,F20
73,530,real,F20
74,440,real,F20
74,580,real,F20
74,140,real,F20
74,1000,real,F20
74,330,real,F20
75,320,real,F15
75,620,real,F15
75,420,real,F15
76,200,real,F9
77,430,real,F20
77,360,real,F20
77,610,real,F20
77,1050,real,F20
78,850,real,F20
79,930,real,F20
79,680,real,F20
79,880,real,F20
79,510,real,F20
80,460,real,F9
81,970,real,F20
81,200,real,F20
81,730,real,F20
81,630,real,F20
82,830,real,F20
83,110,real,F20
83,830,real,F20
83,500,real,F20
83,1050,real,F20
84,1090,real,F20
84,760,real,F20
85,620,real,F20
85,230,real,F20
85,900,real,F20
86,230,real,F20
86,910,real,F20
86,270,real,F20
86,330,real,F20
86,970,real,F20
87,560,real,F17
87,250,real,F17
87,780,real,F17
87,980,real,F17
88,930,real,F20
88,600,real,F20
88,980,real,F20
88,190,real,F20
88,750,real,F20
89,1010,real,F20
89,690,real,F20
90,550,real,F10
91,350,real,F6
92,870,real,F20
92,610,real,F20
92,730,real,F20
92,1070,real,F20
93,800,real,F20
93,480,real,F20
93,830,real,F20
93,420,real,F20
94,900,real,F19
94,690,real,F19
94,120,real,F19
94,130,real,F19
94,610,real,F19
95,560,real,F20
95,570,real,F20
96,400,real,F20
96,810,real,F20
96,570,real,F20
97,180,real,F15
97,680,real,F15
97,450,real,F15
98,890,real,F20
98,600,real,F20
98,190,real,F20
98,880,real,F20
98,130,real,F20
99,810,real,F16
100,730,real,F20
100,810,real,F20
100,150,real,F20
101,210,real,F12
101,500,real,F12
102,190,real,F3
103,700,real,F20
103,660,real,F20
103,1020,real,F20
104,750,real,F17
104,930,real,F17
104,700,real,F17
104,180,real,F17
105,1030,real,F19
105,640,real,F19
105,150,real,F19
105,1020,real,F19
105,400,real,F19
106,510,real,F12
107,170,real,F20
107,930,real,F20
107,880,real,F20
107,360,real,F20
107,190,real,F20
108,700,real,F20
108,560,real,F20
108,390,real,F20
108,710,real,F20
108,910,real,F20
109,310,real,F10
110,260,real,F8
110,340,real,F8
111,150,real,F20
111,890,real,F20
112,310,real,F5
112,170,real,F5
113,430,real,F8
114,660,real,F16
114,730,real,F16
114,550,real,F16
115,890,real,F20
115,190,real,F20
115,960,real,F20
116,360,real,F9
117,690,real,F20
118,450,real,F20
119,420,real,F20
119,800,real,F20
119,820,real,F20
119,580,real,F20
120,950,real,F20
121,820,real,F20
121,370,real,F20
122,660,real,F20
122,210,real,F20
122,940,real,F20
123,520,real,F20
123,990,real,F20
123,800,real,F20
123,340,real,F20
124,1050,real,F20
124,250,real,F20
125,560,real,F16
125,690,real,F16
125,830,real,F16
126,760,real,F20
126,1030,real,F20
126,540,real,F20
126,220,real,F20
127,1060,real,F19
127,310,real,F19
128,550,real,F12
129,250,real,F18
129,110,real,F18
129,590,real,F18
129,860,real,F18
130,460,real,F13
130,660,real,F13
131,510,real,F20
131,210,real,F20
131,600,real,F20
131,1080,real,F20
131,1040,real,F20
132,580,real,F20
132,1060,real,F20
132,630,real,F20
132,310,real,F20
132,230,real,F20
133,660,real,F20
133,800,real,F20
134,1030,real,F20
134,800,real,F20
134,430,real,F20
135,220,real,F4
136,810,real,F20
136,900,real,F20
136,560,real,F20
136,200,real,F20
136,450,real,F20
137,610,real,F20
137,120,real,F20
138,960,real,F20
138,770,real,F20
138,480,real,F20
138,540,real,F20
138,350,real,F20
139,760,real,F20
139,960,real,F20
140,480,real,F20
140,890,real,F20
140,1020,real,F20
141,520,real,F19
141,350,real,F19
142,790,real,F20
142,310,real,F20
143,380,real,F20
143,350,real,F20
143,530,real,F20
144,750,real,F20
144,520,real,F20
144,910,real,F20
145,530,real,F20
145,850,real,F20
145,680,real,F20
145,980,real,F20
145,670,real,F20
146,440,real,F20
146,940,real,F20
146,850,real,F20
146,710,real,F20
146,720,real,F20
147,540,real,F20
147,900,real,F20
147,920,real,F20
148,130,real,F20
148,1090,real,F20
148,540,real,F20
148,630,real,F20
149,320,real,F15
149,140,real,F15
149,760,real,F15
149,410,real,F15
150,850,real,F20
150,460,real,F20
150,650,real,F20
151,420,real,F13
151,530,real,F13
151,330,real,F13
152,210,real,F20
152,720,real,F20
152,760,real,F20
152,1070,real,F20
152,130,real,F20
153,800,real,F20
153,210,real,F20
153,710,real,F20
153,420,real,F20
154,1050,real,F20
154,770,real,F20
154,920,real,F20
154,480,real,F20
154,220,real,F20
155,1050,real,F20
155,750,real,F20
155,320,real,F20
155,230,real,F20
155,660,real,F20
156,300,real,F20
156,130,real,F20
156,630,real,F20
157,1030,real,F20
157,350,real,F20
157,540,real,F20
157,220,real,F20
157,170,real,F20
158,710,real,F20
158,530,real,F20
159,1050,real,F20
159,640,real,F20
159,110,real,F20
160,150,real,F5
160,210,real,F5
161,210,real,F20
161,440,real,F20
161,130,real,F20
161,880,real,F20
161,560,real,F20
162,250,real,F7
163,130,real,F15
163,840,real,F15
163,390,real,F15
163,190,real,F15
164,900,real,F20
164,750,real,F20
164,420,real,F20
164,410,real,F20
164,260,real,F20
165,790,real,F19
165,1000,real,F19
165,800,real,F19
166,110,real,F9
166,490,real,F9
167,210,real,F10
167,300,real,F10
167,530,real,F10
168,300,real,F20
168,550,real,F20
168,1080,real,F20
168,760,real,F20
168,720,real,F20
169,590,real,F20
169,640,real,F20
169,820,real,F20
169,680,real,F20
170,130,real,F4
171,130,real,F16
171,670,real,F16
171,120,real,F16
171,630,real,F16
171,790,real,F16
172,500,real,F20
172,550,real,F20
172,480,real,F20
172,200,real,F20
172,790,real,F20
173,580,real,F14
173,400,real,F14
174,250,real,F20
174,990,real,F20
175,960,real,F20
175,750,real,F20
175,700,real,F20
176,380,real,F20
176,570,real,F20
176,240,real,F20
177,1080,real,F20
177,320,real,F20
177,890,real,F20
178,620,real,F13
179,290,real,F5
180,530,real,F20
180,990,real,F20
180,470,real,F20
181,250,real,F20
181,920,real,F20
181,540,real,F20
181,640,real,F20
182,520,real,F10
183,150,real,F20
183,170,real,F20
183,260,real,F20
183,670,real,F20
183,960,real,F20
184,470,real,F15
184,670,real,F15
