order_id,item_id,order_type,site
1,860,real,F20
1,650,real,F20
2,750,real,F16
2,660,real,F16
2,400,real,F16
2,250,real,F16
2,310,real,F16
3,580,real,F20
3,230,real,F20
3,870,real,F20
4,290,real,F20
4,880,real,F20
4,760,real,F20
4,740,real,F20
4,120,real,F20
5,1020,real,F20
5,1010,real,F20
5,550,real,F20
6,220,real,F10
6,340,real,F10
6,410,real,F10
6,230,real,F10
7,720,real,F13
7,710,real,F13
8,580,real,F14
8,800,real,F14
8,390,real,F14
8,140,real,F14
9,350,real,F20
9,210,real,F20
9,1030,real,F20
9,380,real,F20
10,750,real,F20
10,260,real,F20
10,910,real,F20
10,1080,real,F20
10,150,real,F20
11,240,real,F8
12,470,real,F10
13,900,real,F20
13,880,real,F20
13,490,real,F20
14,680,real,F20
14,1070,real,F20
14,180,real,F20
14,560,real,F20
14,260,real,F20
15,510,real,F20
15,110,real,F20
15,920,real,F20
15,410,real,F20
15,220,real,F20
16,530,real,F14
17,470,real,F20
17,970,real,F20
17,890,real,F20
18,880,real,F16
19,540,real,F20
19,780,real,F20
19,860,real,F20
20,570,real,F11
20,180,real,F11
21,570,real,F13
21,500,real,F13
21,450,real,F13
21,480,real,F13
22,290,real,F13
22,690,real,F13
22,680,real,F13
23,1070,real,F20
23,730,real,F20
23,110,real,F20
24,1000,real,F20
24,460,real,F20
24,200,real,F20
25,250,real,F5
25,240,real,F5
26,1030,real,F20
27,600,real,F14
27,210,real,F14
28,510,real,F16
28,650,real,F16
28,410,real,F16
28,670,real,F16
28,860,real,F16
29,350,real,F12
29,610,real,F12
29,620,real,F12
30,520,real,F20
30,240,real,F20
30,100,real,F20
30,370,real,F20
30,670,real,F20
31,490,real,F20
31,910,real,F20
32,720,real,F20
32,690,real,F20
32,300,real,F20
33,440,real,F13
33,550,real,F13
34,510,real,F19
34,1070,real,F19
35,980,real,F18
36,750,real,F20
37,170,real,F20
37,810,real,F20
37,860,real,F20
38,360,real,F20
38,290,real,F20
38,970,real,F20
38,560,real,F20
38,1030,real,F20
39,670,real,F20
39,300,real,F20
39,190,real,F20
39,980,real,F20
40,1010,real,F20
40,290,real,F20
40,120,real,F20
40,570,real,F20
41,660,real,F20
41,690,real,F20
41,990,real,F20
41,530,real,F20
41,440,real,F20
42,160,real,F5
42,310,real,F5
43,1010,real,F20
44,180,real,F4
45,340,real,F11
45,610,real,F11
46,470,real,F20
46,100,real,F20
47,450,real,F13
47,140,real,F13
47,280,real,F13
48,760,real,F14
49,210,real,F20
49,450,real,F20
49,1040,real,F20
49,380,real,F20
50,910,real,F16
51,1030,real,F20
51,470,real,F20
51,570,real,F20
51,1070,real,F20
