item_id,site,lead_3,lead_2
100,F10,1,2
100,F11,4,4
100,F12,5,3
100,F13,3,4
100,F14,3,1
100,F15,1,2
100,F16,5,3
100,F17,2,2
100,F18,2,4
100,F19,5,2
100,F2,1,0
100,F20,54,47
100,F3,2,1
100,F4,2,3
100,F5,2,3
100,F6,1,2
100,F7,2,0
100,F8,0,1
100,F9,3,1
110,F10,3,1
110,F11,1,2
110,F12,2,2
110,F13,3,4
110,F14,2,2
110,F15,4,5
110,F16,3,6
110,F17,4,1
110,F18,7,6
110,F19,2,0
110,F2,0,1
110,F20,51,55
110,F4,3,2
110,F5,1,1
110,F6,3,1
110,F7,1,1
110,F8,1,1
110,F9,0,1
120,F1,1,1
120,F10,3,1
120,F11,0,2
120,F12,1,1
120,F13,3,1
120,F14,4,1
120,F15,3,1
120,F16,8,2
120,F17,0,1
120,F18,2,2
120,F19,2,3
120,F2,1,1
120,F20,49,57
120,F3,5,1
120,F4,1,2
120,F5,1,2
120,F6,0,1
120,F7,1,2
120,F8,2,0
120,F9,1,2
130,F11,5,3
130,F12,3,2
130,F13,3,1
130,F14,4,2
130,F15,1,5
130,F16,3,1
130,F17,2,2
130,F18,5,3
130,F19,3,2
130,F20,62,59
130,F3,1,3
130,F4,1,3
130,F5,2,3
130,F6,0,1
130,F8,0,1
130,F9,1,0
140,F10,1,2
140,F11,1,2
140,F12,1,1
140,F13,2,1
140,F14,2,3
140,F15,6,3
140,F16,1,4
140,F17,2,1
140,F18,2,3
140,F19,4,4
140,F20,55,53
140,F3,2,1
140,F4,4,3
140,F5,1,2
140,F6,1,3
140,F7,1,0
140,F8,2,2
140,F9,2,2
150,F10,1,1
150,F11,2,2
150,F12,2,5
150,F13,4,5
150,F14,3,1
150,F15,2,3
150,F16,2,3
150,F17,2,1
150,F18,1,3
150,F19,3,2
150,F2,0,2
150,F20,44,52
150,F3,1,1
150,F5,6,0
150,F7,2,2
150,F8,3,1
150,F9,1,2
160,F10,0,1
160,F12,1,1
160,F13,3,1
160,F14,2,2
160,F15,5,4
160,F16,2,4
160,F17,2,3
160,F18,2,3
160,F19,2,2
160,F2,1,1
160,F20,50,55
160,F3,1,5
160,F4,3,1
160,F5,2,6
160,F6,2,0
160,F7,0,2
160,F8,0,1
160,F9,0,2
170,F10,0,1
170,F11,4,5
170,F12,1,1
170,F13,0,2
170,F14,1,4
170,F15,1,1
170,F16,4,2
170,F17,2,4
170,F19,3,3
170,F20,52,49
170,F3,4,3
170,F4,3,4
170,F5,1,2
170,F8,1,2
170,F9,0,2
180,F1,0,1
180,F10,2,2
180,F11,0,2
180,F12,2,0
180,F13,1,6
180,F14,7,1
180,F15,2,2
180,F16,0,2
180,F17,2,1
180,F18,7,3
180,F19,2,3
180,F2,1,0
180,F20,52,48
180,F3,4,2
180,F4,2,1
180,F5,2,1
180,F6,3,2
180,F7,1,0
180,F8,4,1
180,F9,4,2
190,F1,1,0
190,F10,1,4
190,F11,2,1
190,F12,0,1
190,F13,1,2
190,F14,2,1
190,F15,5,2
190,F16,3,3
190,F17,1,3
190,F18,2,1
190,F19,3,1
190,F2,1,0
190,F20,50,47
